caption,locationId,url,locationName,timestamp
"Park fire, currently 45,549 acres, containment 3% as of this post. I am not sure what the cause is yet.

#parkfire #wildfire",217855307.0,https://www.instagram.com/p/C92M5MBpFG6/,"Chico, California",2024-07-25 13:12:10
"#ParkFire in Senate District 1 
I’ve been in contact with local officials and continue to monitor the situation. Please heed all evacuation warnings and orders. Be safe! 

FIRE Butte County fire information hotline:
- Local residents: dial 211
- People from outside of Butte County: dial
1-866-916-3566 

#ButteCounty #Chico #northstate #tehamacounty",415895016.0,https://www.instagram.com/p/C92Uzu0JI1R/,Butte County,2024-07-25 14:21:20
"Scary times in Chico 

Hoping everyone is safe and this fire gets contained soon.  This is from our bedroom window.

45,000 acres and growing.

#chico #parkfire",217855307.0,https://www.instagram.com/p/C92Vuyzp7la/,"Chico, California",2024-07-25 14:29:23
"I had no idea how special this picture I took a month ago would be to me today. Praying for my favorite hiking, riding, and recreating spot in Chico today.  If anyone affected by the Park Fire needs a place to relocate their horses, I have room at my place. Call me. 530.218.4544 #parkfire #alligatorhole #upperpark #bidwellpark #livinginchico #chico #wildfire #fireseason",239653629.0,https://www.instagram.com/p/C92WtojpqCm/,"Upper Park, Bidwell Park",2024-07-25 14:37:58
"This is the Park Fire. It started yesterday in Upper Bidwell Park about 3 o’clock. It has grown to 45,549 acres as of early this morning. My brother and sister-in-law evacuated. They found out at 3 AM that their house was still standing but houses 4 houses down from them burned.
.
.
#parkfire #bidwellpark #upperbidwellpark #chico #buttecounty #explorebuttecounty #fire #calfire #norcal #northerncalifornia",217855307.0,https://www.instagram.com/p/C92ie8WvFqG/,"Chico, California",2024-07-25 16:20:49
TFL Perhacs and TFL trainee McCurley are en route to the Park Fire. That makes 6 North Tahoe Firefighters out as overhead on fires across the state. #parkfire,642623466.0,https://www.instagram.com/p/C92j4PvvMt2/,North Tahoe Fire Protection District,2024-07-25 16:33:01
It looks like all of Northern California is on fire. The red flag watch area is enormous and includes my location. #ParkFire.,255700994.0,https://www.instagram.com/p/C92lPL4vChw/,California,2024-07-25 16:44:53
"As Camp Fire survivors, we know first hand how difficult & scary these times can be. Our hearts go out to all those affected by this devastating Park Fire.

In times like these, it’s crucial for us to come together and support one another. We want to extend a heartfelt offer, 50% off your order, to all evacuees and firefighting personnel. Evacuees please show proof with your ID. ❤️ 

Whether you need a warm cup of coffee to start your day or a comforting bagel to fuel your efforts, we’re here for you. Our doors are open, and we’re ready to serve you with open hearts and hands. 

To all the brave firefighters risking their lives to protect our community, your dedication and sacrifice are truly awe-inspiring. We appreciate you more than words can express. 

Let’s stand strong together, supporting each other through this challenging time. We believe in the power of community, and we’re here to help in any way we can. Spread the word, share this post, and let’s ensure that no one faces this hardship alone. 

#CommunityStrong #SupportLocal #TogetherWeCan #ParkFire #chicoca",746815352378660.0,https://www.instagram.com/p/C92r6zFvBfz/,Downtown Chico,2024-07-25 17:43:16
"A big thank you to the Firefighters and other first responders working to protect our community. 

Be safe out there folks.

#parkfire",217855307.0,https://www.instagram.com/p/C92sNWTvLRf/,"Chico, California",2024-07-25 17:45:48
"#parkfire from Chester, not the way I imagined my last day here ☹️",259073283.0,https://www.instagram.com/p/C92u_yCvHVb/,"Chester, California",2024-07-25 18:10:10
"#parkfire is threatening a lot of communities including Cohasset where my parents live. They are safe at a friends house with their cats. The heat, dryness, winds and beetle infested trees are not in their favor. Praying for the safety of all living beings affected by this fire #buttecountystrong",258873759.0,https://www.instagram.com/p/C92xhJBSxZQ/,"Cohasset, California",2024-07-25 18:32:12
"Nakakalokang fires na yan.. Nagsusulputan! 
Keep safe everyone..

#CalFire #California #USA #ParkFire #GrassFire",255700994.0,https://www.instagram.com/p/C92x9UbNAtm/,California,2024-07-25 18:36:03
Park fire  photos. #parkfire,255700994.0,https://www.instagram.com/p/C921k1XyDXm/,California,2024-07-25 19:07:39
"The Commons Crew is heartbroken to see our community hurting from wildfire once again. Our hearts are with each and every one of you affected, misplaced, or supporting loved ones during this time. Much love to the firefighters, first responders, and police officers, especially. ❤️

Stay safe, Chico. 

#parkfire #chicocalifornia #upperpark #buttecounty #thecommonschico",217855307.0,https://www.instagram.com/p/C921uKrN8ZU/,"Chico, California",2024-07-25 19:08:56
"The winds continue to blow in a direction that is pushing the fire to the west of my home. A neighbor who lives between me and the fire boundary has a live security camera working so we haven't lost power yet either but I'm still under a mandatory evacuation order and the road to Forest Ranch is closed. At this point I have nowhere to go for the night so I'm considering driving to the ocean and sleeping there in hopes of cooler temperatures. Stay safe out there and thank you to California's firefighters!

#parkfire",217855307.0,https://www.instagram.com/p/C921yCdy6ne/,"Chico, California",2024-07-25 19:09:27
"#update #parkfire: The Park Fire has grown to be the largest wildfire in California currently. As per their latest update, Cal Fire says the fire has grown to 71,489 acres with 3% containment in Butte and Tehama counties. 

Link in bio for details.

(Photos from KRCR and Mason Nowak)

#buttecounty #tehamacounty #chico #parkfire #calfire #firefighters #wildfire #vegetationfire #chicofire #buttefire",415895016.0,https://www.instagram.com/p/C922SBGsyQY/,Butte County,2024-07-25 19:13:51
"12:00 PM 07/25/24 The #ParkFire in #ButteCounty & #TehamaCounty has now been mapped at 71,489 acres. Extreme behavior has continued to be observed. The fire has reached Buena Vista(to the North) and is significantly growing to the North and East. https://www.fire.ca.gov/incidents/2024/7/24/park-fire Follow along on the Watch Duty app here: Park Fire @ Off Upper Park Road in Upper Bidwell Park, East of Chico - #ParkFire https://share.watchduty.org/i/27638

@calfire_butteco , @buttecountysheriff ,",754777987.0,https://www.instagram.com/p/C922sOxSdS-/,"Tehama County, California",2024-07-25 19:17:24
This is the Park fire apparently a man set a car on fire and push it down a cliff #parkfire #california #crazy,433949601.0,https://www.instagram.com/p/C923OmOS6vQ/,Northern California,2024-07-25 19:22:05
"We are deeply saddened by the devastation our community is facing due to yet another wildfire. We stand with everyone impacted, displaced, or supporting loved ones during this challenging period. Special thanks to the firefighters, first responders, and police officers for their bravery and dedication. 

#parkfire #buttecounty #tehamacounty #chicocalifornia",217855307.0,https://www.instagram.com/p/C923sGVtAiR/,"Chico, California",2024-07-25 19:26:07
Stay safe. #parkfire #california,217855307.0,https://www.instagram.com/p/C93AgBSSv_a/,"Chico, California",2024-07-25 20:43:07
"Park Fire in Chico Ca. Photos from yesterday 7/24

The fire grew in one day to 45,000 acres. Will post updated photos later today. 

#parkfire #wildfires #buttecounty",217855307.0,https://www.instagram.com/p/C93BdEGSi1R/,"Chico, California",2024-07-25 20:51:27
#parkfire,240713838.0,https://www.instagram.com/p/C93BlE5SZ3c/,"Paradise, California",2024-07-25 20:52:32
"More photos of the Park Fire in Chico, Ca., Butte County. It started yesterday in Upper Bidwell Park by a homeless man who lit his car on fire and pushed it down a hill. It’s VERY HOT, and yesterday was very windy. My brother and his wife had to evacuate. An answer to prayer, their house survived. Unfortunately, other houses on their street didn’t. 
.
.
#parkfire #bidwellpark #upperbidwellpark #chico #buttecounty #explorebuttecounty #fire #calfire #norcal #northerncalifornia",217855307.0,https://www.instagram.com/p/C93FpLnygQb/,"Chico, California",2024-07-25 21:28:03
"Pyrocumulonimbus Clouds are a type of storm cloud formed by a large source of heat such as a volcano, explosion, or wildfire. When you hear about fires ""creating their own weather"" this is one of those phenomena. The rapid ascension of hot air pulls in air from the bottom, causing rapid winds that can further fuel a fire. Cumulonimbus clouds can also generate hail, lightning, and in some cases even heavy precipitation.

#parkfire #wildfire #buttecounty #clouds #california",1008954925.0,https://www.instagram.com/p/C93GOTRSWWK/,Glenn County,2024-07-25 21:33:07
"Our view of the plumes from the #ParkFire in Chico  They appear to have lost a little bit of ""body"" so to speak, compared to what we saw from town just a bit ago...  We're in Red Flag Warning until tonight or tomorrow night, praying they can get ahead of this beast  #myworldview #wildfire #norcalsummer",215410907.0,https://www.instagram.com/p/C93GxywSxV9/,"Lake California, California",2024-07-25 21:37:58
"Our view of the plumes from the #ParkFire in Chico  They appear to have lost a little bit of ""body"" so to speak, compared to what we saw from town just a bit ago...  We're in Red Flag Warning until tonight or tomorrow night, praying they can get ahead of this beast  #myworldview #wildfire #norcalsummer",215410907.0,https://www.instagram.com/p/C93GyUdyzOG/,"Lake California, California",2024-07-25 21:38:02
"Remember to stay safe and stay updated on the park fire on the Watch Duty Wildfire App, as well as Cal-Fire  updates on all social media platforms.  #chico #chicofire #parkfire #wildfire #healthpromotion #wildfireprevention #wildfiresafety #calfire #chicostate #publicheath",217855307.0,https://www.instagram.com/p/C93IVqPSo7Z/,"Chico, California",2024-07-25 21:51:36
"Prayers for #ParkFire This is from Chester, CA looking towards Chico, Ca. Thursday July, 25th 2024",258326391.0,https://www.instagram.com/p/C93JHZZSJFx/,Lake Almanor,2024-07-25 21:58:24
"Thank you to the brave men and women working hard to protect our beautiful community. Our hearts go out to those affected by the fire. Evacuation Shelter Information: 7am - 10pm
 Small Animal Shelter:
2279 Del Oro, Oroville CA

 Large Animal Shelter:
Camelot Equestrian Park
1985 Clark Road, Oroville, CA",2409743.0,https://www.instagram.com/p/C93RBNophxL/,Butte Humane Society,2024-07-25 23:07:42
Pictures of the Park fire by Chico around lunch time today. Big smoke coming up. #parkfire #calfire #lakeoroville,216289493.0,https://www.instagram.com/p/C93RxRbSr5F/,"Lake Oroville, California",2024-07-25 23:14:01
https://www.gov.ca.gov/2024/07/25/california-secures-federal-assistance-to-support-response-to-park-fire/ California secured federal assistance to support response to Park Fire #parkfire #chicofire #chicoca,217855307.0,https://www.instagram.com/p/C93T1sfsUtd/,"Chico, California",2024-07-25 23:32:06
"I am still in shock, heartbroken, speechless, and devastated. We lost our home, our animals lost their homes. We did everything in our power to get all the animals out in time and that meant leaving everything we’ve ever owned behind. I am so grateful we all made it out safely, but now comes the hardest part. Thank you all for your ongoing love and support, it means the world to us. If there are any animals we own that you were interested in, please reach out to me. We will be rehoming the majority of our reptiles at extremely affordable prices in order to get them into good forever homes. All offers will be considered as long as they are going to be well taken care of. A great friend of ours has started a GoFundMe page to help us rebuild. If you would like to donate, I have attached the link here and in my Bio. Any amount would be greatly appreciated https://gofund.me/e8c0a5f4 We also have Zelle: Nallely Orozco
310.993.5459 and 
Venmo:  @Nallely-Orozco if that’s easier. Thank you! #parkfire #parkfirevictim #firevictims #killerclutches",356644008325643.0,https://www.instagram.com/p/C93UNrTyRYt/,Killer Clutches,2024-07-25 23:35:22
"Working on the HAED SAL trying to keep my mind off the Park Fire around me  hoping they get the fire out soon. So thankful for all the firefighters currently fighting it for us ‍ 

#haedsal2024 #haedsal #crossstitch #crossstitchersofinstagram #parkfire #buttecountyfire",217855307.0,https://www.instagram.com/p/C93Uwl9yfG1/,"Chico, California",2024-07-25 23:40:08
"Here’s a look at smoke from the Park Fire filling our skies here at the lake today/last night. It’s giving Dixie PTSD. Prayers for everyone fighting and affected by it. 

#parkfire",251341932.0,https://www.instagram.com/p/C93bu-Qv2pn/,Lake Almanor,2024-07-26 00:41:05
"View of the smoke from south of Chico at right past Richvale Hwy. The fire is now at 124,948 acres at about 24 hrs after it started. 
#Parkfire #buttecounty #buttestrong",216619322.0,https://www.instagram.com/p/C93hY-_P8Y9/,"Richvale, California",2024-07-26 01:30:31
"Here we go again. Paradise evacuations have begun. Fingers crossed it doesn't make it to my zone. Sending love to all the displaced. Keep your heads on Paradise, we're going to make it through this one too.
#parkfire #arson #wtf #notagain",240713838.0,https://www.instagram.com/p/C93i0DePyaF/,"Paradise, California",2024-07-26 01:42:57
"Park Fire Rider Alert: Regular B-Line service is expected to be disrupted until further notice due to the fire, road closures, and evacuation assistance.
Please check back for further details. (530) 342-0221 #parkfire #chico #paradise #buttecounty @buttecountysheriff @calfire_butteco @calfire",217855307.0,https://www.instagram.com/p/C93k7AoPt0J/,"Chico, California",2024-07-26 02:01:22
"‼️Attention Butte County residents.‼️ If you are in need of clothing due to evacuation or loss of property from the Park Fire, please send us a DM to arrange a day and time to come look thru what we have. 
.
.
We may not have everything that you need, and cannot supply you with a whole new wardrobe but we have quite a bit of overstocked inventory ready to be donated to those in need. Mostly women’s clothing sizes small to 2XL. Some children’s and men’s clothing.
.
.
If you’d like to donate clothing for those in need, please DM to arrange. Thank you! 
.
.
Late Bloomer Vintage 
363 E 6th st. • Downtown Chico 
.
.
#parkfire #buttecountystrong #downtownchico #calfire #buttecounty #discoverchico #getitinchico #explorebuttecounty #buttewxspotter #buttecountyevacuation #calfire #chicoca",746815352378660.0,https://www.instagram.com/p/C93ld13PKWm/,Downtown Chico,2024-07-26 02:06:08
"Park Fire Survivors  #CohassetStrong 

We were able to get the bull out of Richardson Springs - Tuesday morning! A little over 24 hours later the Park Fire started and burned all the pasture.

These 3 cows and 2 babies survived the fire on pasture just east of Cohasset Hwy

#ParkFire #survivors #cattle #4B",258873759.0,https://www.instagram.com/p/C93n7_HJyjf/,"Cohasset, California",2024-07-26 02:27:43
"No words ever measure up in these moments. 

These resources are vital for us in-between Cal Fire briefings. 

1. Watch Duty App
2. Henderson Fire Media (Facebook). 
3. The Lookout (YouTube). 

https://www.youtube.com/live/5inxc28JIls?si=TJBryw-ro_-nysOI

#parkfire #norcal",217855307.0,https://www.instagram.com/p/C93oDbOpCQO/,"Chico, California",2024-07-26 02:28:44
"We are up covering the #ParkFire near Chico, CA.  @kcranews on scene.",243279501.0,https://www.instagram.com/p/C93pizERTRa/,"Forest Ranch, California",2024-07-26 02:41:45
"**Park Fire in Butte County - Important Information**

 **Urgent Update** 

Due to the Park Fire, the Butte County Sheriff’s Office has issued several warnings and evacuation orders for the safety of citizens and emergency crews. Please avoid the following areas to help reduce traffic and ensure the safety of everyone involved:

 **Road Closures** 

- Route 32 at the junction with State Route 36 in Tehama County and at Bruce Road in Butte County
- Cohasset Rd. at Rock Creek
- Upper Park Rd. at Wildwood
- Keefer/Hicks
- Hicks/Oasis
- Forks of the Butte Bridge
- 32/Yosemite (Eastbound only)
- 99/Meridian
- 32/Upper Humboldt
- Meridian/Butte Tehama Line
- Cohasset/Eaton

Unfortunately the fire has reached SR-32, near Forest Ranch, CA. CAL FIRE/Butte County & Fire Crews are working tirelessly to control the fire and protect lives and property. Please cooperate with all emergency personnel and stay clear of these areas.

Butte County is strong, and together we will overcome this challenge. We always Do! Stay safe and stay informed!

Your CHP - Oroville and CHP - Chico Offices. 

For the most update to to date information regarding closures and evacuations:

https://www.buttecounty.net/1393/SheriffCoroner

#ButteCountyStrong #ParkFire #OrovilleCHP #KnowBeforeYouGo #StaySafe",415895016.0,https://www.instagram.com/p/C93uZWpJQGs/,Butte County,2024-07-26 03:24:09
"So sad to see our town Chico on fire. 120K acres have burned with 3% containment. We are safe.

#parkfire #upperbidwellpark",217855307.0,https://www.instagram.com/p/C93yyKdRwqW/,"Chico, California",2024-07-26 04:02:30
"9:27 PM off E Eaton Rd

#parkfire",217855307.0,https://www.instagram.com/p/C9310mANkRl/,"Chico, California",2024-07-26 04:29:03
Western and CoFire S.E.A.T.s under the smoke column from the #ParkFire at Chester airport before flying. (This photo is not edited or filtered),815547233.0,https://www.instagram.com/p/C936CaaxTaP/,Chester Air Attack Base,2024-07-26 05:05:53
S.E.A.T.s under the smoke column of the #parkfire at Chester CA airport.,815547233.0,https://www.instagram.com/p/C936aIWRLLX/,Chester Air Attack Base,2024-07-26 05:09:07
"We, the media, always capture the best shots for our viewers.  The #ParkFire is still burning along hwy 32 .  Watch @kcranews tonight at 11pm.",217855307.0,https://www.instagram.com/p/C93652Txjsg/,"Chico, California",2024-07-26 05:13:27
"First 24 hours of the Park Fire-

#parkfire #chicoca",217855307.0,https://www.instagram.com/p/C937VK7R6oJ/,"Chico, California",2024-07-26 05:17:11
De 24ste is in de late middag #parkfire ontstaan en komt onze kant op. Waarschijnlijk worden we morgen geavanceerd en gaan we naar een plaats verderop uit de wind richting van de brand. Tot die tijd gaan we door met de Ranger operations omdat de lucht kwaliteit en zomer sneeuw,282670449.0,https://www.instagram.com/p/C9383nLxX-c/,"Mineral, California",2024-07-26 05:30:37
"Chico Firefighters remain actively engaged in fighting the Park Fire. Crews have worked to improve and secure containment lines in Upper Bidwell Park as well as provide structure protection in Forest Ranch, Cohasset and North Chico communities.

The Park Fire has burned over 100,000 acres, destroyed structures and required evacuations throughout much of Northern Butte County. Chico Firefighters will remain committed to the incident and work to protect Chico as well as surrounding communities. 

Additional Chico Firefighters have been called upon to provide staffing throughout the city. Crews have responded to dozens of local emergencies over the last 36 hours. Crews have responded to various emergency types, including traffic collisions, vegetation fires, vehicle fires, utility hazards, medical aids and public assist requests. 

Additionally, Chico Firefighters responded to a working apartment complex fire along California Park Drive this afternoon. Engine 15 arrived first at scene and reported heavy fire showing from a second floor unit. The fire immediately threatened fifteen adjacent apartment units which are part of the same building. 

Crews initiated an aggressive interior attack and primary search for victims. Firefighters were able to quickly achieve knockdown and prevent damage to additional units. The majority of smoke and fire damage was held to the unit of origin and attic space. The primary search for victims was all clear and there were no reported injuries. The cause of the fire is currently under investigation. 

Chico Firefighters are proud to serve this community. We would like to thank CAL FIRE Butte County, Chico Police, Butte County Sheriff and the hundreds of California Firefighters who are responding to combat the Park Fire. We would also like to say a special thank you to all the community members and volunteer groups who have supported those affected by the Park Fire. We live in a great community and are privileged to be your firefighters. 

#ChicoFD #ChicoFirefighters #ParkFire #CaliforniaFirefighters",217855307.0,https://www.instagram.com/p/C939VZnxI5p/,"Chico, California",2024-07-26 05:34:41
"Another update, some photos were taken at 8:30-8:45pm and then again at 10pm in the areas of Tehama Vina rd in Los Molinos and in Vina near the evacuated area where you can see burning happening on the ground not far out…. This was such a senseless act and I hope the person responsible really gets what’s owed back! Thank you to all the first responders who are out on the frontlines trying to keep us safe, sadly a lot has been lost, homesteads that have been around for generations have been burned through and who knows how much wildlife has been lost or how many years it will take our beautiful upper park to recover if ever… my heart just aches for everyone that has been affected  please get out safe everyone! This isn’t something to be light about… love you all! My thoughts and prayers go out!  #parkfire #lruizphotography #norcalphotographer #disaster #upperbidwellpark",26463.0,https://www.instagram.com/p/C9391ZAx3Mr/,"Los Molinos, California",2024-07-26 05:39:03
"Roaming around this afternoon July 25, 2024. From Hiway 70 up to Vista Point then to Cherokee Road in Table Mountain. 

#ParkFire #wildfire #wildfires #grassfire #Chico #ChicoFire #California #CalFire #buttecounty #fyp",255700994.0,https://www.instagram.com/p/C93-hH4NYyV/,California,2024-07-26 05:45:02
"The glowing clouds of the Park Fire

#ParkFire #CaliforniaFire #WildFire #Fire",258272807.0,https://www.instagram.com/p/C93-uTEun9_/,Black Butte Lake,2024-07-26 05:46:50
"Quite a day of plane spotting, and I didn't even have to leave home. I know firsthand how nasty fires are, but if they're going to be a reality, I'm going to get my aviation fix out of them.

Please pray that the weather cooperates and that the Park Fire comes under control soon. These communities have seen enough disasters for a lifetime.

@calfire_butteco @calfire_butteco @coulsonaviation @10_tanker @nswrfs @aerialfiremag #aerialfirefighting #aviation #buttecounty #parkfire",240713838.0,https://www.instagram.com/p/C94CUWtRVMV/,"Paradise, California",2024-07-26 06:18:14
"The juxtaposition of a destructive fire and a calm starry night is so surreal that I feel like I am in a Salvador Dali painting. 
.
.
.
.
.
#chico #california #parkfire #forest #forestfire #stars #surreal #apocalyptic #norcal",217855307.0,https://www.instagram.com/p/C94D_xsxU87/,"Chico, California",2024-07-26 06:32:54
"Thursday evening, the Park Fire Plume shot from my neighborhood in South Chico. #parkfire #chicoparkfire",217855307.0,https://www.instagram.com/p/C94IGAuxF5C/,"Chico, California",2024-07-26 07:08:42
"Tracing footprints at a place grew my heart ❤️❤️

I am so glad I traveled there 20240719-0720 right before the wildlife, best wishes to the natural beauty 

#parkfire #lassenvolcanicnationalpark #wildfire",796863334.0,https://www.instagram.com/p/C94KZYJx_oL/,Lassen National Park,2024-07-26 07:28:50
Nature’s beauty and resilience collide in this heart-wrenching yet awe-inspiring moment.  Captured this majestic deer against the backdrop of the Park Fire smoke. It’s a stark reminder of the delicate balance between humanity and the wild.  #ParkFire #wildfire #naturephotography #deerinspiration #RidgeStrong #ButteStrong #wildlifephotography #ParadiseStrong #naturelovers #protectourforests #instanature #breathtaking #photography #beautiful #hope,240713838.0,https://www.instagram.com/p/C94PBSLxdpz/,"Paradise, California",2024-07-26 08:09:14
"2:00 AM 07/26/24 The #ParkFire in #ButteCounty & #TehamaCounty has now been mapped at 164,282 acres. The fire is continuing to grow primarily to the North and East. https://www.fire.ca.gov/incidents/2024/7/24/park-fire Follow along on the Watch Duty app here: Park Fire @ Off Upper Park Road in Upper Bidwell Park, East of Chico - #ParkFire https://share.watchduty.org/i/27638

@calfire_butteco , @buttecountysheriff",754777987.0,https://www.instagram.com/p/C94VivxR5Gf/,"Tehama County, California",2024-07-26 09:06:14
"The raging Park Fire in Northern California, near Chico, more than tripled in size in its second day, growing to some 256 square miles early Friday with containment only at 3%. A man has been arrested on suspicion of arson.

“We’re shellshocked right now,” one woman who watched her house burn told CBS News’ @jonathanvigliotti, who was with her as she returned for the first time. “It really is surreal.”

Get the latest updates at the link in our bio.

#parkfire #california #wildfire",217855307.0,https://www.instagram.com/p/C94fpdxxPvl/,"Chico, California",2024-07-26 10:34:32
"It’s been an intense battle for Strike Team 9170C (CZU & @calfire_scu) on the #ParkFire. 

These firefighters have been working hard throughout the night to protect structures on the massive fire in @calfire_butteco.

They were reassigned from the #HillFire in @calfirehuu. #CaWx",217855307.0,https://www.instagram.com/p/C94ksenp39_/,"Chico, California",2024-07-26 11:18:38
"Our hearts and support are with everyone impacted, displaced, or standing by their loved ones during this tough time. We extend our love and gratitude to the courageous firefighters, first responders, and police officers working tirelessly to keep us safe. Stay strong, Chico. Stay safe. ❤️

#StayStrongChico #ChicoStrong #CommunityStrong #ParkFire #ChicoCA #murdocks #staystrong #love",217855307.0,https://www.instagram.com/p/C94nDHnSYvI/,"Chico, California",2024-07-26 11:39:12
"Quick update: thanks to you for your messages of support. This is the latest mapping from the Watch Duty app showing my home. The fire can't get much closer without burning through my place. Firefighters are apparently actively trying to keep Forest Ranch structures from burning but that's all I know. I am currently at the beach in Fort Bragg, where it is 40°F cooler than Chico and prices on hotels haven't been doubled due to evacuee demand.

#parkfire",243279501.0,https://www.instagram.com/p/C94qQI6Rakl/,"Forest Ranch, California",2024-07-26 12:07:11
Smoke from the park fire has seen on our drive home yesterday on I five near Corning. #Wildfire #Smoke #ParkFire.#Chico.,243504066.0,https://www.instagram.com/p/C94w-lFphCg/,"Corning, California",2024-07-26 13:05:57
"Although the fire burned through our zone, as of 7 pm last night an eyewitness told us our house was still there. We’re hopeful that all of our diligence of clearing and cleaning our property was not in vain.  Please continue to pray for all of us.  #parkfire",258873759.0,https://www.instagram.com/p/C9444udJZgW/,"Cohasset, California",2024-07-26 14:15:04
"#caddybrunch feat. a good morning walk to set the days mood, Alton Ellis “Your Hearts Gonna Pay”, and views of Redding with wildfire smoke from the nearby #parkfire. I’m grateful for a cool enough morning and clear enough skies (for the moment) to move my body outside. My heart goes out to those in the thick of it :( 

Menu: triple iced espresso with cream and vegan breakfast burrito from @old_shasta_coffee_company . #supportlocal",1026926874.0,https://www.instagram.com/p/C947KbSpCXY/,Downtown Redding,2024-07-26 14:34:57
View of the Park Fire from the ranch front gate last night. #parkfire,1678424412427049.0,https://www.instagram.com/p/C9482gNJ904/,Doyle Ranch,2024-07-26 14:49:43
