caption,locationId,url,timestamp
AeroFlite’s beautiful Q400 drops PhosChek in Mandeville Canyon. A variety of aircraft did one drop after another. We kept moving down the road trying to get to a clear location. #aeroflite #aerofliteaerialfirefighting #palisadesfire #wildfire #,217264156,https://www.instagram.com/p/DE22JwhywaZ/,2025-01-15 18:52:27+00:00
"A Home That Stood Strong  On January 7, the Pacific Palisades wildfire tore through Los Angeles, leaving devastation in its wake. But this home, designed by architect Greg Chasen, survived thanks to smart design choices and fire-resistant materials.  

Here’s how it withstood the flames:

✅ Fire-Safe Materials
*  Fire-resistant wood: special heat-blocking layers behind the walls and heat-treated siding helped prevent flames from spreading.
* ️ A metal roof with fire-resistant underlayment stopped embers from penetrating.
*  Tempered glass windows didn’t shatter under extreme heat, keeping fire and smoke out.
*  Defensible space: No vegetation near the house + concrete garden walls.

✅ Smart Design
*  No eaves, overhangs, or attic vents that could let sparks in.
*  Airtight construction stopped embers from sneaking inside.
* ️ Special ventilation systems filtered out smoke, keeping the air safe to breathe.

This home shows what’s possible with thoughtful home design and a focus on resilience. It’s also inspired me on my own journey to build a wildfire-resilient, solar-powered home in San Diego. ☀️

After seeing wildfires devastate my hometowns of Sonoma County and Lahaina, I’ve spent the past three years learning how to design a home that can withstand the challenges of California wildfires. It hasn’t been easy, but it’s going to be worth it. ❤️‍

Let’s build homes that protect lives and communities. ✨

 Follow @californiahomedesigns for more tips on wildfire-resilient design, sustainable building strategies, and creating safer, stronger homes! 

 Connect with me on LinkedIn where I have more information on how this Passive House survived the Palisades Fire: www.linkedin.com/in/lauren-michele

#WildfireResilience #GreenBuilding #FireSafety #SustainableDesign #NetZeroEnergy #CaliforniaWildfires #RebuildLA #PassiveHouse #HopeAfterWildfire #HomeDesign #EatonFire #PalisadesFire",1024300882,https://www.instagram.com/p/DE5nx5Cz0Q9/,2025-01-16 20:44:35+00:00
#altadenastrong #altadena #eatonfire #palisadesfire,215266454,https://www.instagram.com/p/DE5wxpAS4Q8/,2025-01-16 22:03:11+00:00
"The Marathon Continues 

#altadenastrong #altadena #eatonfire #palisadesfire",215266454,https://www.instagram.com/p/DE59-F4SsBf/,2025-01-16 23:58:29+00:00
https://gofund.me/80131cac please help support Paliskates rebuild after the devastating Palisades fire ❤️‍❤️‍,219645167,https://www.instagram.com/p/DE6nVQlx5hj/,2025-01-17 05:59:55+00:00
"moonfire ranch  Home to Lewis Marvin lV talking here where he lived at Moonfire.  Many in Topanga know his very tall brother Max who walks thru town center. Lewis & Max are the sons of Moonfire Ranch creater Lewis Beach Marvin lll. 

Lewis Beach Marvin III, trading stamp heir & animal rights activist, photographed here at Woodstock in 1969. Marvin devoted his life to protecting animals & raising awareness of veganism at a time when there wasn’t even a name for it. After spending early years following the prescribed journey of a wealthy family – economics degree, a stint at Oxford - Marvin had an epiphany in his early 20s, as told to LA Times in 1973. “I believe if you turn your stomach into a grave for [animals], then the law of nature will get even with you by giving you a heart attack.” His life mission to promote a meat-free lifestyle, Marvin often attended festivals & concerts to promote his message. At Woodstock, he was also the one who passed a lamb (and his trademark hat) to Jim Morrison onstage at the Doors’ infamous 1969 Miami concert where he was arrested for indecent exposure.

In 1957, Marvin bought a 60-acres in Topanga Canyon, creating his own hilltop retreat and animal sanctuary called “Moonfire Ranch” to represent the symbols of life and death. Building by hand a two-story living space that included rainforest-wood walls, a giant chandelier, 20-foot-tall windows overlooking the ocean & reflective pools. An early adopter of solar power, Marvin relied on rainwater & back-up generator to run the property that, over the years, was home to his wife and three kids, sheep, goats, llamas, peacocks and one famous camel named Boney Bananas – who was noted by an LA Times reporter to eat its hay out of the window of Marvin’s Cadillac limousine. 

Boney Bananas the camel actually eventually fell to his death off a cliff in Topanga. 

Moonfire Ranch mesmerized Hollywood. In '66 a temple was built for Paul Newman's film “Harper” & later a regular spot for Jimi Hendrix, The Doors & Janis Joplin & more. Hippies & free-thinkers flocked the ranch in the 1960s & 1970s. Marvin passed away in 2005, ending decades of silence. 

#palisadesfire #firerescue #topanga",770323175,https://www.instagram.com/p/DE65XxDx_vx/,2025-01-17 08:37:32+00:00
"The Context: California Scrub-Jay in the Palisades. Made with madder, indigo, charcoal and eggshell pigments. 

Have written a little blog about this work. It happens to be a bit of an origin story. Its link is in the bio. 

#palisadesfire #pandemic",219645167,https://www.instagram.com/p/DE7Z2oZSmHV/,2025-01-17 13:21:22+00:00
"Yesterday, we had the honor of being deployed to the Palisades Incident. We know the first responders have been working non-stop, missing their families, and feeling the weight of it all. I’m here to spread a little love, comfort, and smiles. Everyone was so kind, petting me and sharing stories with my mom. Sometimes, a little tail wag and a warm cuddle are all it takes to lighten someone’s day. Keep going, heroes! 

#verdugofirecommunications #cooperthedispatchdog #myglendale #glendalefiredepartment #mentalhealthandwellness #bethechange #fireservice #peersupportk9 #wellnessk9 #peersupportdog #wellnessdog #goldendoodlesofinstagram #gfd #firedepartment #dispatchcenter #mygfd #workingdogsforwarriors #911dispatcher #firstresponder #careteamk9 #cisk #palisadesfire @glendalecafire @glendalefirefighters",213873866,https://www.instagram.com/p/DE7w9isvToZ/,2025-01-17 16:43:18+00:00
"I  LA 
My heart is broken for Los Angeles, the place I called home for 11 years. Praying for all those affected and the fire fighters who are working tirelessly to save what’s left of our beautiful city. 

I know Utah isn’t exactly close by, but if you or someone you know is displaced due to the fires, I’m gathering a list of available rentals in Park City and I’m happy to assist in matching rentals with families in need. Please share and reach out if there’s anything I can do to help. 

#pacificpalisades #losangeles #altadena #palisadesfire #eatonfire",1.52028E+15,https://www.instagram.com/p/DE7xuMbOvGv/,2025-01-17 16:49:56+00:00
"Yoorka (RIP), Chaney (RIP), Lorenzo (RIP) and @jtsgroominglounge 

Mariposa and Calanda courtesy of @honeyhussle_

#altadenastrong #altadena #eatonfire #palisadesfire",215266454,https://www.instagram.com/p/DE718NiPdLl/,2025-01-17 17:26:48+00:00
"Mariposa and Olive

This is one of the last if not the very last surviving wood A-Frame house in Altadena that looks exactly how it did when it was built in 1924 by famous author, Kyle Onstott. Kyle was also a competition dog trainer. Prior to the construction of these houses the lot was used as his dog kennel. Outside of the four house houses subdivided on his lot, nearly every other house in the area was destroyed. This house is significant because it sits dead center in the historically Black area of Altadena and represents what many of the houses looked like at its peak.

#altadenastrong #altadena #eatonfire #palisadesfire",215266454,https://www.instagram.com/p/DE755nQyTHm/,2025-01-17 18:01:24+00:00
"Our hearts and soles go out to all those impacted by the devasting fires in So Cal. 

Help Angelenos get back on their feet. The organization Two Ten works with the shoe industry to get shoes for those who lost everything! 

Donate here: 
https://twoten.org/give/

If you want to ship Fundaes to victims, DM us or make a note in your order. 

LOVE, HEALING AND HEELING
XO, Fundae

#california #californiawildfires #wildfire #palisadesfire #southcalifornia #losangeles",1.14061E+14,https://www.instagram.com/p/DE77154JWE7/,2025-01-17 18:18:22+00:00
#altadenastrong #altadena #eatonfire #palisadesfire,215266454,https://www.instagram.com/p/DE8BxBeSbni/,2025-01-17 19:10:08+00:00
"Eddie (RIP) at Lawrence and Colbert

Lake and Altadena Dr.

#altadenastrong #altadena #eatonfire #palisadesfire",215266454,https://www.instagram.com/p/DE8Fpz5SYKs/,2025-01-17 19:44:06+00:00
"#NeverForget #Altadena 

Lincoln and Archwood courtesy of @fuxwitlim

#altadenastrong #altadena #eatonfire #palisadesfire",215266454,https://www.instagram.com/p/DE8IVoCybjn/,2025-01-17 20:07:34+00:00
"Best Pizza in town, no one else came close.

#altadenastrong #altadena #eatonfire #palisadesfire",215266454,https://www.instagram.com/p/DE8Lqb4SMOa/,2025-01-17 20:36:37+00:00
"Meet The Squad

Name: Tania Rashid
Location: Los Angeles, CA

 What I do in real life: I’m a journalist and documentary filmmaker, bringing light to important global and local stories.

 How I got involved with Volunteer Squad: Seeing the devastation caused by the fires, I felt compelled to step in and support those affected. Joining Volunteer Squad has given me a way to channel that into action.

⛑️ What I’ve been doing with The Squad: Today, I had the opportunity to help one person who lost their home, providing them with food and clothing. It was a small but powerful reminder of how much a little kindness can mean. I look forward to contributing more in the days to come.

 What I want to share: Every act of service counts. Meeting someone face-to-face and being part of their journey toward recovery is deeply humbling. This experience is a powerful reminder of the resilience and strength within our community.

#losangeles #mutualaid #volunteer #altadena #lafire #eatonfire #palisadesfire",1.14061E+14,https://www.instagram.com/p/DE9kKzdRyfl/,2025-01-18 09:29:59+00:00
"“My family, the Scott’s settled in Altadena in the 1950s. This is one of my elementary photos. I’m in the front to the right with a yellow T-shirt on. The girl sitting in front of the school sign is Truvonna Tamiel. She lost her home in the fire.” 

Courtesy of @nahshondion

#altadenastrong #altadena #eatonfire #palisadesfire",215266454,https://www.instagram.com/p/DE-AEq6p9du/,2025-01-18 13:33:49+00:00
"All the Altadena babies at Eliot! Tag who you know!!

#altadenastrong #altadena #eatonfire #palisadesfire",215266454,https://www.instagram.com/p/DE-XvUVvTKb/,2025-01-18 17:00:37+00:00
"~*~ EXCLUSIVE OFF-MARKET FLORIDA OPPORTUNITY. Longboat Key. Direct Beach-Front Access | 2 Beds+2 Baths | Community Pool | Turnkey+Furnished | $950,000 Asking. I am your resource for off-market properties. Ask me about off-market anywhere.
.
lilypadsla | lily@lilypadsla.com | 310.266.8428
.
.
.
.
#offmarket #offmarketlistings #floridaproperties #longboatkey #longboatkeybeach #realestate #leavingcalifornia #palisadesfire #forsale #movingtoflorida #beachfront #warmweather #taxfreestate #buyer #lookingtobuy #florida #floridarealestate #firevictims #tropicalrealestate #wheredoyoubelong #findyourhabitat #homefinder #turnkey #FurnishedHome #furnished",213935244,https://www.instagram.com/p/DE-702yyUV1/,2025-01-18 22:15:57+00:00
"Rep0sting from @tanishalovesyoutoo , share with your friends and community to reach those who were affected by the fires! ❤️‍⬇️

My dear friend Melissa shared that she helped set up this resource of FREE NEW clothing for fire victims in Culver City. Please share and tell them to bring ID with proof of residency ❤️ #lafire

#palisadesfire #eatonfire #losangeles",213420290,https://www.instagram.com/p/DE-8JCXSzXm/,2025-01-18 22:18:42+00:00
"Let's do it, LA!!!! Please help production come back to our city! Can we waive permit fees, for now,  Governor @cagovernor and @mayorofla ??? Any other incentives? Please save the #entertainmentindustry ! 

#eatonfire #palisadesfire #california #losangelesactors #losangeles #filmmaking #films #television #streaming #producers #director #production",212999109,https://www.instagram.com/p/DE-86qMSicg/,2025-01-18 22:25:29+00:00
"Quer ajudar, mas não sabe por onde começar? 
Aqui estão algumas maneiras práticas de fazer a diferença para as comunidades afetadas pelos incêndios. 

Seja doando, oferecendo apoio ou compartilhando informações, cada gesto conta e transforma vidas! Vamos juntos cuidar de quem precisa.

-
#Solidariedade #Voluntariado #Esperança #CaliforniaForte #AjudaAoPróximo #eatonfire #volunteer #losangeles #guiacalifornia #california #thankyou #PalisadesFire #LosAngelesStrong #CaliforniaWildfires #StaySafeLA #TogetherWeAreStrong",255700994,https://www.instagram.com/p/DE-9BwsxHL8/,2025-01-18 22:26:27+00:00
"There really are no words…We have all experienced so much…Sending love out to all who have lost, fought, donated, come together…Thank you from the bottom of my heart  Malibu/Pali/Altadena Strong  #palisadesfire #altadenafire @andrewjacobson @kellyjacobsonnn @tysadesigns @communitybrigade",213873866,https://www.instagram.com/p/DE-9OB9yvIh/,2025-01-18 22:28:08+00:00
"Sawtelle Neighborhood Council cares about how our community has been impacted by the Palisades Fire. 

Next time you see us at the WLA Famers Market, please fill out a community impact survey so we can better support our community. 

Thanks to our community who dropped by and filled out a survey. 

Thanks to our team to be out at the Plaza on a winds and cold afternoon. 

ソーテル地区協議会は、パリセーズ火災が私たちのコミュニティにどのような影響を与えたかを気にかけています。

次回WLAファーマーズマーケットでお会いした際には、コミュニティへの影響調査にご協力ください。そうすれば、私たちはコミュニティをよりよくサポートできます。

立ち寄って調査にご協力いただいたコミュニティの皆様に感謝します。

風が強く寒い午後にプラザに来てくださった私たちのチームに感謝します。 

El Consejo Vecinal de Sawtelle se preocupa por el impacto que el incendio de Palisades ha tenido en nuestra comunidad.

La próxima vez que nos vea en el WLA Farmers Market, complete una encuesta sobre el impacto en la comunidad para que podamos brindar un mejor apoyo a nuestra comunidad.

Gracias a nuestra comunidad que pasó por aquí y completó una encuesta.

Gracias a nuestro equipo por estar en la Plaza en una tarde fría y ventosa. 

شورای محله Sawtelle به این موضوع اهمیت می دهد که چگونه جامعه ما تحت تأثیر آتش سوزی Palisades قرار گرفته است.

دفعه بعد که ما را در بازار فامرز WLA دیدید، لطفاً نظرسنجی تأثیر جامعه را پر کنید تا بتوانیم بهتر از جامعه خود حمایت کنیم.

با تشکر از جامعه ما که از آنجا سر زد و نظرسنجی را پر کرد.

از تیم ما برای حضور در پلازا در یک بعد از ظهر سرد و باد متشکریم.

#sawtelle #westlosangeles #neighborhoodcouncil #neighborhoodcouncils #cd11 #empowerla #palisadesfire #wildfire",25375739,https://www.instagram.com/p/DE--c3fy0gL/,2025-01-18 22:38:53+00:00
"2 things I've learned during the LA fires

1. Stop shoulding on yourself

And 

2. why finding The Thing behind The Thing is crucial to moving forward and getting out of self-sabotaging ruts.

""When we understand what's driving
our patterns, we can start to make
shifts. But the magic isn't in simply
understanding. 

""It's in taking action
that gets us out of our rut. It's in
writing when I'm not sure where the post is going to go. 
It's in showing up a little messy and uncertain, but showing up and being visible as an expert in what I'm talking about.
Even when I'm going through the
healing process, too.""

Head to my substack to read more. 

https://open.substack.com/pub/fieldnotesforwomenwhobreakrule/p/stop-shoulding-on-yourself?utm_source=share&utm_medium=android&r=2fnl1a

#PersonalLeadership #personalgrowth #AlignedAction #SelfAcceptance #selfsabotage #resilience #palisadesfire #lafires",137242643,https://www.instagram.com/p/DE--2vQSgZg/,2025-01-18 22:42:25+00:00
Thank you @ladwpofficial for turning the water back on. We can’t drink it but it’s one small step for womankind. #palisadesfire #ladwp #firstresponders,219645167,https://www.instagram.com/p/DE-_ZTrykul/,2025-01-18 22:47:09+00:00
"❤️‍ You may have seen the heartwarming viral videos of Oreo being reunited with his owner, Casey. We are so proud that the efforts of our team, including Simone Reyes, Judie Mancuso, and rescue partner, Jane Garrison were at the center of the rescue.    Thanks to all of the donors who make our work possible!! 

See the update & message of gratitude from Casey in our recent post by visiting our profile to see how much of a BIG difference your support makes!!

We are so happy that Casey, his partner, and Teeka were reunited with Oreo. Just one example of Social Compassion’s rescue efforts, and why it’s so important to save every animal we can - for the animals and for their human families! 
Thanks to;

 We have been in contact with Casey since the rescue and will work with him on legislation, “Oreo’s Bill,” to help prevent pet owners like him from being prevented from saving their animals.

If you have read Judie’s book, you are already familiar with Jane Garrison. The book includes their harrowing rescue efforts at Hurricane Katrina. Judie and Jane reunited this past week to help the LA Fire victims.

Read about Jane’s experience in the comments 

Special thanks to:
@bigbluemuppet
@jane.garrison
@judiemancuso
@socialcompassion
@simonereyes
@duckdogo
@takemehomerescue

Let’s bring them all home!! 

#palisadesfire
#pacificpalisadesfire
#animalrescue
#savethemall
#animalright",212999109,https://www.instagram.com/p/DE-_8uzyOE7/,2025-01-18 22:51:59+00:00
"Santa Monica, Brentwood, Mar Vista Lease Need - 
2 Bed, 2 Bath for Displaced Clients.
Thank you.
Contact us 917-355-4039.

Sheila D. Simmons
Douglas Elliman
917.355.4039
DRE #01990583",137242643,https://www.instagram.com/p/DE_AObHyLLR/,2025-01-18 22:54:24+00:00
"Highlighting CAL FIRE Air Ops and their S-2Ts during the recent Los Angeles fires.  Great work by all involved!  They continue to be one of my favorite aircraft to photograph and these fires brought more than I’ve sever seen at Fox.

#calfire #calfireairops #s2t #californiafirepilotsassociation #t78 #t88 #t95 #t74 #t83 #palisadesfire #eatonfire #californiafires #wildfire #brushfire #aerialfirefighting #airattackmag #aerialfiremag #skiesmag #nikonnofilter #nikoncreators #nikonaviation #nikonz9",420990990,https://www.instagram.com/p/DE_AgTsvxOZ/,2025-01-18 22:56:50+00:00
#palisadesfire #hope #courage,1024300882,https://www.instagram.com/p/DE_Avr9S7Ug/,2025-01-18 22:58:56+00:00
"Big Thanks to all the regional FDs that helped to save LA (it's not over yet) 
#firefighters #firedepartment #calfire #lafd #firetruck #hopestreet #dtlosangeles #DTLA #downtownla #downtownlosangeles #lawildfires #palisadesfire #pacificpalisades #eatonfire #altadena #lafd #fatboyslim",349029876,https://www.instagram.com/p/DE_BinyyjFy/,2025-01-18 23:05:53+00:00
"Building hygiene kits with @coreresponse for those affected by the Southern California wildfires ❤️‍ meet the local volunteers stepping up to help and find out more about this relief organization - on a special episode today at 430PM.
.
.
.
.
.
.
#launscripted #lastrong #lafires #palisadesfire #eatonfire #altadena #coreresponse",212999109,https://www.instagram.com/p/DE_CTx2Scry/,2025-01-18 23:12:36+00:00
"Popping up Feb 1st to help raise some money for a few local charities to help rebuild the LA community. More details coming soon!

If any coffee roasters want to help and donate some beans, we’ll make sure to make some yummy drinks with them ☕️

#sucasacoffeeclub #palisadesfire #eatonfire #community #fundraiser",212999109,https://www.instagram.com/p/DE_DB3yyHSb/,2025-01-18 23:18:54+00:00
"Repost @gingger_shankar
・・・
L.A. family!  If you or anyone that you know has been separated from their pets in the fires, here is a list with pictures of those found. Thank you to @pasadenahumane for the unbelievable work they are doing and @cleoandhooman @cleoscrittercare for putting this together. Please share.❤️

https://docs.google.com/spreadsheets/d/1BUWdK3fadk8XvaTdJwQ9bj7SCb5OlQbqMjwlXm86hCA/htmlview

#eatonfire #palisadesfire  #animalrescue #dogrescue #catrescue #losangeles #altadena #palisades #cleoandhooman #pasadenahumane #animalshelter #dogsofinstagram #catsofinstagram",212999109,https://www.instagram.com/p/DE_DcHuyEj9/,2025-01-18 23:22:29+00:00
"Palisades Fire Update Jan 18 7AM

Estimated Acreage: 23, 713
Containment: 43%

For the most up to date emergency information, please visit LAFD NEWS link in bio.

For recovery information, please visit: 
emergency.lacity.gov

Via @losangelesfiredepartment 

#LAOnLock #PrayForLA #PalisadesFire",1.02678E+15,https://www.instagram.com/p/DE_EwQNSg1a/,2025-01-18 23:33:58+00:00
"In the face of devastation, the smallest gestures can bring the biggest comfort. Today, I had the privilege of sharing Comfort Bears with children whose lives have been forever changed by the California wildfires. ❤️

These bears are little reminders that even in the hardest moments, love and hope can still find a way. Every child deserves to feel safe, loved, and seen. We partnered with the Southern California Children’s Museum, which is serving as a distribution site for families and offering free play for kids! Together, we’re rebuilding hearts, one teddy bear hug at a time. 

Visit @comfortbearsinacatastrophe to get involved!

#cafire #cafires #lafire #eatonfire #palisadesfire #californiafire #comfortbears #comfortbearsinacatastrophe #disasterrelief #nonprofit #lastrong #pasadenastrong",991095896,https://www.instagram.com/p/DE_E90syDPY/,2025-01-18 23:35:49+00:00
"Be Wildfire Ready with Pinnacle Wildfire Protection

Wildfires can strike with little warning, but being proactive can make all the difference in protecting your home and loved ones. Take these important steps to prepare:

1️⃣ Create Defensible Space – Clear flammable vegetation and debris at least 30 feet around your home.
2️⃣ Harden Your Home – Use fire-resistant materials for roofs, decks, and vents. Seal gaps to prevent embers from entering.
3️⃣ Prepare an Emergency Kit – Include essentials like water, non-perishable food, medications, and important documents.
4️⃣ Have a Family Evacuation Plan – Know your evacuation routes and establish a communication plan.
5️⃣ Stay Informed – Monitor local fire conditions and follow evacuation orders promptly.

Pinnacle Wildfire Protection is here to help!  Our team specializes in creating customized wildfire mitigation plans to protect your property before disaster strikes.

 Contact us today for a consultation and take the first step toward peace of mind.

 Call us at 619-935-0270
 Visit us at www.pinnaclewildfireprotection.com

Together, we can safeguard what matters most.

#PalisadesFire #WildfirePreparedness #HomeHardening #DefensibleSpace #WildfireMitigation #FireSafeCommunity #FireResistantHomes #CaliforniaWildfires #WildfireSeason #ProtectYourHome #EmberDefense #FirePreventionTips #WildfireAwareness #DisasterPreparedness #fireresilience",3.00057E+14,https://www.instagram.com/p/DE_GDBqyOSt/,2025-01-18 23:45:16+00:00
"COOKED FOR OUR LOCAL FIRE FIGHTERS 
#SusiunValleyFireFighter 
#PalisadesFire 
#BabyShower 
#TacoParty 
#Tacoritos",229014862,https://www.instagram.com/p/DE_GsuISRkj/,2025-01-18 23:50:58+00:00
"

Elena’s Flowers 
30” x 24” 
mixed media

Half of the sale of this painting will be donated to the LA Fire Department Fndn. Please contact me for further details. Thanks so much. 

LetyGarcia.com 
Link in bio. 

#letypainter #lafd #supportla #cometogether #rightnow #fireaid #palisadesfire #eatonfire #altadena #california #love #give #community",1.06145E+14,https://www.instagram.com/p/DE_HhKcyrxJ/,2025-01-18 23:58:07+00:00
"We believe in that ❤️⁠
⁠
✒️ @nikita_gill⁠",278934161,https://www.instagram.com/p/DE_HwBAzqpC/,2025-01-19 00:00:19+00:00
"LA after the fires

#palisadesfire 
#eatonfire",212999109,https://www.instagram.com/p/DE_I14WyppM/,2025-01-19 00:09:41+00:00
"Thousands in #LA still waiting to go Home , or check on their property! 

""How will YOU know when you’re allowed to return home?

Or more importantly, how will you know when you’re being told to #evacuate?

#CALFIRE / @calfire continues to work with public safety partners on the Eaton and #Palisades Fires to make neighborhoods safe enough for residents to return.

Find your Zone on the

CAL FIRE 3D Map at:

Fire.ca.gov/incidents

Local law enforcement update changes in evacuation orders and warnings in the #Genasys platform.

Download the App and find out your zone and get alerts when it’s status changes"":

protect.genasys.com/download

** Until Both the Eaton and Palisades #Fires are at least 80% Contained, we'll continue to Share Important Resources and Evacuation info on #ESAudio's / @es_audio_recording_studios ' Twitter / X pg:

https://x.com/musicandpost?t=5ydniyMDk4W1OtB3Xg3TMg&s=09

Can also be found via my Bio Link Above! 

Thanks Everyone and Have a Peaceful Weekend! ❤️

#EatonFire #PalisadesFire #2025Fires #ReadyforWildfire #LACounty #LosAngelesFire #Altadena #Pasadena #LaCañadaFlintridge #Malibu #PalisadesFire #Palisades #LosAngeles #CA #SoCal",212999109,https://www.instagram.com/p/DE_J070SwI_/,2025-01-19 00:18:18+00:00
